query,link,score,id
apprenticeships,/apply-apprenticeship,3,45ad868a-2e79-4029-991b-c29559d7eb29
apprenticeships,/sign-in-apprenticeship-service-account,3,61ad70a2-3210-4dbc-a103-4332b0e7b733
apprenticeships,/become-apprentice,3,b95f3e83-a8d1-40fa-843c-cb712861707d
apprenticeships,/guidance/manage-apprenticeship-funds,2,c313efb6-9ac0-4e58-bbe0-b0c55b6c1ac5
apprenticeships,/guidance/apprenticeship-funding-rules-for-employers,2,7746e686-a791-4a24-8bd0-eff9bd1ee9d9
apprenticeships,/government/publications/apprenticeship-agreement-template,2,602e513f-7631-11e4-a3cb-005056011aef
apprenticeships,/employers-find-apprenticeship-training,2,597f0f96-d9c9-494c-b910-e8b00779e4ce
apprenticeships,/guidance/pay-apprenticeship-levy,2,24d736cd-b807-4314-86cd-a0a3ebd6f374
apprenticeships,/guidance/apprenticeship-funding-rules-for-training-providers,2,7c7b08ba-5399-4b71-ac6e-8bdba273e86b
apprenticeships,/guidance/search-for-apprenticeship-standards,2,48a6e8ef-81df-4164-b302-6179fcb9bd15
apprenticeships,/guidance/apprenticeship-funding-rules,2,136ea885-ca21-4940-a22d-4d7c56aabd74
apprenticeships,/guidance/apprenticeship-funding-rules-for-employer-providers,2,bf801c6c-9e8f-4b69-9a9e-55fb1dd9a2f8
apprenticeships,/national-minimum-wage-rates,2,37c3fad5-c0bf-46f7-92a8-ca8642128253
apprenticeships,/government/collections/apprenticeships-that-support-public-health-careers,2,50f0a824-5efa-4a09-8a36-9112641979c0
apprenticeships,/government/collections/apprenticeship-end-point-assessments-rules-and-guidance,2,05deaa0f-807a-438a-a652-d165cc06969d
apprenticeships,/guidance/cyber-security-cni-apprenticeships,2,d7986737-fcd1-4a01-b253-d642ab69c68f
apprenticeships,/guidance/apply-for-a-forestry-apprenticeship,2,85924df8-59a8-4078-83a5-731e2f41ff21
apprenticeships,/government/statistics/announcements/apprenticeships-february-2024,2,ad89efb3-c203-4666-9621-5c5546fb1a21
apprenticeships,/government/collections/apprenticeships-and-social-mobility,2,4dcde94e-47d2-432d-a5cc-98c905246cbb
apprenticeships,/guidance/creating-an-apprenticeship-advert,1,f3f12cfb-9947-42ec-81a5-828ae5e0b3df
apprenticeships,/government/statistics/apprenticeships-and-traineeships-april-2022,1,7eab9808-44e6-44ab-a2f1-3a567769b788
